Sector,Job_Title,Company,Location,Contract,Salary,Description,URL,Salary_Clean,Description_Clean,Contract_Encoded,Location_Encoded,Sector_Encoded
Service public hospitalier,Etudiant - Auxiliaire de Vie H/F,Ouihelp,Arcachon - 33,CDI,13901430.0,"La paye tous les jours : c'est possible ! Un salaire versé à la demande dans le mois en toute autonomie depuis votre application Ouihelp Pro (jusqu'à 50 % du salaire déjà gagné).  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies - Un accompagnement personnalisé pour vous lancer  Missions à pourvoir :  - Aide au repas - Aide au lever, coucher - Aide à la toilette - Compagnie, aide administrative - Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La Maîtrise des gestes techniques est un plus (transferts...) - Permis de conduire (non obligatoire en fonction des missions) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie.  Rémunération :  Un salaire de 14,18€ brut/heure  +10% de prime de précarité (pour les missions en CDD mises en place pendant l'été)  Rejoignez-nous pour votre job étudiant !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,30 EUR",https://www.hellowork.com/fr-fr/emplois/73261411.html,6950715.0,paye tous jours cest possible salaire versé demande mois toute autonomie depuis application ouihelp pro jusquà 50 salaire déjà gagné offrons missions proches chez adaptées expériences envies accompagnement personnalisé lancer missions pourvoir aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée coordinateur secteur prérequis diplômes sanitaires sociaux cours première année validée maîtrise gestes techniques plus transferts permis conduire non obligatoire fonction missions diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie rémunération salaire 1418€ brutheure 10 prime précarité missions cdd mises place pendant lété rejoigneznous job étudiant salaire horaire avs adv echelle salariale€1418€1430 eur,2,16,18
Service public hospitalier,Auxiliaire de Vie - Job Étudiant Période d'Hiver H/F,Ouihelp,Nantes - 44,CDI,14191430.0,"Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre deuxième année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou deuxième année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Localisation de Ouihelp Nantes : 3 rue columelle, 44000 Nantes  INDNTES1  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,30 EUR",https://www.hellowork.com/fr-fr/emplois/73261282.html,7095715.0,étudiante secteur santé sanitaire social validé deuxième année trouvez job vacances fin dannées a sens études rejoignez communauté ouihelp proche chez travailler tant quaide domicile pendant congés dhiver ouihelp startup dont vocation permettre seniors adultes situation handicap vivre plus longtemps possible lendroit plus cher foyer offrons missions proches chez adaptées expériences envies salaire versé demande mois toute autonomie depuis application ouihelp pro accompagnement personnalisé lancer missions pourvoir aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée coordinateur secteur prérequis diplômes sanitaires sociaux cours deuxième année validée maîtrise gestes techniques plus transferts diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie permis conduire non obligatoire fonction missions rémunération salaire 1418€ brutheure 10 prime précarité missions cdd proposerons rejoigneznous job étudiant pendant fêtes localisation ouihelp nantes 3 rue columelle 44000 nantes indntes1 salaire horaire avs adv echelle salariale€1418€1430 eur,2,432,18
Service public hospitalier,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Orléans - 45,CDI,12641530.0,"Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€12,89-€14,18 EUR",https://www.hellowork.com/fr-fr/emplois/72740473.html,6320765.0,étudiante secteur santé sanitaire social validé première année trouvez job vacances fin dannées a sens études rejoignez communauté ouihelp proche chez travailler tant quaide domicile pendant congés dhiver ouihelp startup dont vocation permettre seniors adultes situation handicap vivre plus longtemps possible lendroit plus cher foyer offrons missions proches chez adaptées expériences envies salaire versé demande mois toute autonomie depuis application ouihelp pro accompagnement personnalisé lancer missions pourvoir aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée coordinateur secteur prérequis diplômes sanitaires sociaux cours première année validée maîtrise gestes techniques plus transferts diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie permis conduire non obligatoire fonction missions rémunération salaire 1418€ brutheure 10 prime précarité missions cdd proposerons rejoigneznous job étudiant pendant fêtes salaire horaire avs adv echelle salariale€1289€1418 eur,2,447,18
Service public hospitalier,Job Etudiant Medecine Validation 2Ème Année H/F,Not specified,Saumur - 49,CDD,68759583.0,Missions aides soignantes au cours séjour gériatrique,https://www.hellowork.com/fr-fr/emplois/72976867.html,34379791.5,missions aides soignantes cours séjour gériatrique,1,557,18
Service public hospitalier,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,La Roche-sur-Yon - 85,CDI,13901430.0,"Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,30 EUR",https://www.hellowork.com/fr-fr/emplois/72740497.html,6950715.0,étudiante secteur santé sanitaire social validé première année trouvez job vacances fin dannées a sens études rejoignez communauté ouihelp proche chez travailler tant quaide domicile pendant congés dhiver ouihelp startup dont vocation permettre seniors adultes situation handicap vivre plus longtemps possible lendroit plus cher foyer offrons missions proches chez adaptées expériences envies salaire versé demande mois toute autonomie depuis application ouihelp pro accompagnement personnalisé lancer missions pourvoir aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée coordinateur secteur prérequis diplômes sanitaires sociaux cours première année validée maîtrise gestes techniques plus transferts diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie permis conduire non obligatoire fonction missions rémunération salaire 1418€ brutheure 10 prime précarité missions cdd proposerons rejoigneznous job étudiant pendant fêtes salaire horaire avs adv echelle salariale€1418€1430 eur,2,317,18
Service public hospitalier,Auxiliaire de Vie - Job d'Été H/F,JOYA,Aix-en-Provence - 13,CDI,11881211.0,"Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ?  Trouvez un job étudiant qui a du sens pour vous et vos études. Rejoignez la communauté Joya, proche de chez vous, dès maintenant pour travailler en tant qu'aide à domicile pendant vos congés d'été !  Joya, nouvel acteur engagé dans l'aide à domicile pour les personnes dépendantes, est à la recherche d'aides à domicile ou d'assistants de vie (H/F) à Aix en Provence.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies - Un accompagnement personnalisé, une proximité quotidienne avec l'agence pour vous lancer dans ce métier en toute confiance  Faites le choix d'une entreprise qui a à coeur de prendre soin aussi bien des personnes dépendantes que des personnes qui les aident. Faite le choix de Joya !  Les missions que l'on vous propose :  - Aide au repas - Aide au lever, coucher - Aide à la toilette - Compagnie, aide administrative  Pour mener à bien vos missions, vous serez accompagné(e) par notre agence.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - La maîtrise des gestes techniques est un plus (transferts...) - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 11,88€ brut/heure - +10% de prime de précarité (pour les missions en CDD mises en place pendant l'été) - Des majorations de salaires soir, weekend et jours fériés (jusqu'à 40 %) - Frais de déplacement et indemnités kilométriques",https://www.hellowork.com/fr-fr/emplois/73413490.html,5940605.5,étudiante secteur santé sanitaire social validé première année trouvez job étudiant a sens études rejoignez communauté joya proche chez dès maintenant travailler tant quaide domicile pendant congés dété joya nouvel acteur engagé laide domicile personnes dépendantes recherche daides domicile dassistants vie hf aix provence offrons missions proches chez adaptées expériences envies accompagnement personnalisé proximité quotidienne lagence lancer métier toute confiance faites choix dune entreprise a coeur prendre soin aussi bien personnes dépendantes personnes aident faite choix joya missions lon propose aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée agence prérequis diplômes sanitaires sociaux cours première année validée diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie maîtrise gestes techniques plus transferts permis conduire non obligatoire fonction missions rémunération salaire 1188€ brutheure 10 prime précarité missions cdd mises place pendant lété majorations salaires soir weekend jours fériés jusquà 40 frais déplacement indemnités kilométriques,2,2,18
Service public hospitalier,Job Étudiant - Opérateur de Données - 100% Télétravail H/F,QuantifiCare,Biot - 06,CDD,,"Dans le cadre de son développement croissant, la société recherche un(e) opérateur de données H/F en contrat étudiant 5h à 10h / semaine soit 1h à 2h / jour.  POSTE ET MISSIONS :  Rattaché à la responsable du contrôle qualité des images d'étude clinique vous aurez en charge le contrôle qualité et l'analyse des images. Vous assurerez un soutien quotidien aux chefs de projet et interviendrez sur des missions diversifiées en étroite collaboration avec notre équipe en France, comme à l'international. Une formation aux outils et aux logiciels internes sera dispensée lors de votre arrivée sur Sophia-Antipolis.  Vous prendrez en charge les missions suivantes :  - Effectuer le contrôle qualité des images 2D et/ou 3D - Préparer les rapports de contrôle qualité des images - Créer de la documentation en lien avec le contrôle qualité d'image effectué selon les procédures en vigueur  PROFIL :  Vous êtes étudiant avec une appétence pour le domaine médicale ou des sciences (idéalement issu d'une formation scientifique), vous avez un niveau avancé en anglais (B2 minimum) vous permettant de comprendre et communiquer à l'oral comme l'écrit, et une excellente aisance en informatique notamment pour une utilisation quotidienne de la suite Office.  Vous avez une appétence pour le secteur de la Santé ou l'imagerie médicale ? Vous souhaitez rejoindre une société florissante à la dimension internationale reconnue ? Alors n'hésitez plus et envoyez votre CV.  Poste ouvert à un travailleur en situation de Handicap  Nombre d'heures : 5 à 10 h / semaine soit 1h à 2h par jour du lundi au vendredi.  Rémunération : 12€17 bruts / heure  Durée : 3 mois renouvelables  Possibilité de Télétravail à 100%",https://www.hellowork.com/fr-fr/emplois/73400046.html,,cadre développement croissant société recherche opérateur données hf contrat étudiant 5h 10h semaine 1h 2h jour poste missions rattaché responsable contrôle qualité images détude clinique charge contrôle qualité lanalyse images assurerez soutien quotidien chefs projet interviendrez missions diversifiées étroite collaboration équipe france comme linternational formation outils logiciels internes dispensée lors arrivée sophiaantipolis prendrez charge missions suivantes effectuer contrôle qualité images 2d etou 3d préparer rapports contrôle qualité images créer documentation lien contrôle qualité dimage effectué selon procédures vigueur profil étudiant appétence domaine médicale sciences idéalement issu dune formation scientifique niveau avancé anglais b2 minimum permettant comprendre communiquer loral comme lécrit excellente aisance informatique notamment utilisation quotidienne suite office appétence secteur santé limagerie médicale souhaitez rejoindre société florissante dimension internationale reconnue alors nhésitez plus envoyez cv poste ouvert travailleur situation handicap nombre dheures 5 10 h semaine 1h 2h jour lundi vendredi rémunération 12€17 bruts heure durée 3 mois renouvelables possibilité télétravail 100,1,36,18
Service public hospitalier,Job Étudiant - Aide à Domicile H/F,Ouihelp,Montigny-le-Bretonneux - 78,CDI,14181530.0,"Auxiliaire de vie - job étudiant (H/F)  Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,30 EUR",https://www.hellowork.com/fr-fr/emplois/73224005.html,7090765.0,auxiliaire vie job étudiant hf étudiante secteur santé sanitaire social validé première année trouvez job vacances fin dannées a sens études rejoignez communauté ouihelp proche chez travailler tant quaide domicile pendant congés dhiver ouihelp startup dont vocation permettre seniors adultes situation handicap vivre plus longtemps possible lendroit plus cher foyer offrons missions proches chez adaptées expériences envies salaire versé demande mois toute autonomie depuis application ouihelp pro accompagnement personnalisé lancer missions pourvoir aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée coordinateur secteur prérequis diplômes sanitaires sociaux cours première année validée maîtrise gestes techniques plus transferts diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie permis conduire non obligatoire fonction missions rémunération salaire 1418€ brutheure 10 prime précarité missions cdd proposerons rejoigneznous job étudiant pendant fêtes salaire horaire avs adv echelle salariale€1418€1430 eur,2,417,18
Service public hospitalier,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Doubs - 25,CDI,1390.0,"Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, coucher. - Aide à la toilette. - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours ou première année validée. - La maîtrise des gestes techniques est un plus (transferts, etc.). - Permis de conduire (non obligatoire en fonction des missions). - Diplômes acceptés : BEP, Bac Professionnel. Étudiant(e) en cursus Infirmier, Médecine, Sage-femme, Ostéopathie, Kinésithérapie, Ergothérapie.  Rémunération :  - Un salaire de 14,18 € brut/heure. - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,18 EUR",https://www.hellowork.com/fr-fr/emplois/73049598.html,695.0,étudiante secteur santé sanitaire social validé première année trouvez job vacances fin dannées a sens études rejoignez communauté ouihelp proche chez travailler tant quaide domicile pendant congés dhiver ouihelp startup dont vocation permettre seniors adultes situation handicap vivre plus longtemps possible lendroit plus cher foyer offrons missions proches chez adaptées expériences envies salaire versé demande mois toute autonomie depuis application ouihelp pro accompagnement personnalisé lancer missions pourvoir aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée coordinateur secteur prérequis diplômes sanitaires sociaux cours première année validée maîtrise gestes techniques plus transferts etc permis conduire non obligatoire fonction missions diplômes acceptés bep bac professionnel étudiante cursus infirmier médecine sagefemme ostéopathie kinésithérapie ergothérapie rémunération salaire 1418 € brutheure 10 prime précarité missions cdd proposerons rejoigneznous job étudiant pendant fêtes salaire horaire avs adv echelle salariale€1418€1418 eur,2,168,18
Service public hospitalier,Auxiliaire de Vie - Job Étudiant Semaine du 29 - 12 au 04 - 01 H/F,Ouihelp,Saint-Nazaire - 44,CDI,1585.0,"Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  INDSTNAZ1  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,18 EUR",https://www.hellowork.com/fr-fr/emplois/73261436.html,792.5,étudiante secteur santé sanitaire social validé première année trouvez job vacances fin dannées a sens études rejoignez communauté ouihelp proche chez travailler tant quaide domicile pendant congés dhiver ouihelp startup dont vocation permettre seniors adultes situation handicap vivre plus longtemps possible lendroit plus cher foyer offrons missions proches chez adaptées expériences envies salaire versé demande mois toute autonomie depuis application ouihelp pro accompagnement personnalisé lancer missions pourvoir aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée coordinateur secteur prérequis diplômes sanitaires sociaux cours première année validée maîtrise gestes techniques plus transferts diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie permis conduire non obligatoire fonction missions rémunération salaire 1418€ brutheure 10 prime précarité missions cdd proposerons rejoigneznous job étudiant pendant fêtes indstnaz1 salaire horaire avs adv echelle salariale€1418€1418 eur,2,536,18
Service public hospitalier,Aide-Soignant Étudiant - Job été Nuit H/F,Groupe Colisee,Châtel-Guyon - 63,CDI,2366027500.0,"Se révéler chez Colisée !  En rejoignant l'équipe de la Résidence les Candélies, attendez vous à : - Vous sentir épanoui, plein d'énergie le matin en vous levant, - Des journées nouvelles et sans routine aux côtés des Mentors et des autres Talents, - Des perspectives de carrière et des formations pour vous révéler, - Un salaire stimulant, avec SEGUR et reprise d'ancienneté.  Le talent, c'est vous !  Vous êtesAide-soignant H/Fet généreux par nature. - Vous êtes un élément clé au coeur de la Communauté Colisée. - Vous accompagnez les Mentors dans leur vie quotidienne : lever, hygiène, confort, aide à la prise de repas, accompagnements, coucher). Nos chambres sont équipées de rails de transfert afin de faciliter votre confort et celui des Mentors. - Vous placez les Mentors au coeur de votre attention : aucun petit détail sur leurs préférences ne vous échappe. - Vous offrez aux Mentors un soutien permanent afin de favoriser l'indépendance des gestes du quotidien - Vous partagez des moments complices avec eux et leur apportez les meilleures marques d'attentions.  Devenez Coliséen et faites partie d'une Communauté de Talents au service des Mentors !",https://www.hellowork.com/fr-fr/emplois/66371359.html,1183013750.0,révéler chez colisée rejoignant léquipe résidence candélies attendez sentir épanoui plein dénergie matin levant journées nouvelles sans routine côtés mentors autres talents perspectives carrière formations révéler salaire stimulant segur reprise dancienneté talent cest êtesaidesoignant hfet généreux nature élément clé coeur communauté colisée accompagnez mentors vie quotidienne lever hygiène confort aide prise repas accompagnements coucher chambres équipées rails transfert afin faciliter confort celui mentors placez mentors coeur attention aucun petit détail leurs préférences échappe offrez mentors soutien permanent afin favoriser lindépendance gestes quotidien partagez moments complices apportez meilleures marques dattentions devenez coliséen faites partie dune communauté talents service mentors,2,114,18
Service public hospitalier,Auxiliaire de Vie - Job d'Été H/F,JOYA,Gardanne - 13,CDI,11881211.0,"Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ?  Trouvez un job étudiant qui a du sens pour vous et vos études. Rejoignez la communauté Joya, proche de chez vous, dès maintenant pour travailler en tant qu'aide à domicile pendant vos congés d'été !  Joya, nouvel acteur engagé dans l'aide à domicile pour les personnes dépendantes, est à la recherche d'aides à domicile ou d'assistants de vie (H/F) à GARDANNE.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies - Un accompagnement personnalisé, une proximité quotidienne avec l'agence pour vous lancer dans ce métier en toute confiance  Faites le choix d'une entreprise qui a à coeur de prendre soin aussi bien des personnes dépendantes que des personnes qui les aident. Faite le choix de Joya !  Les missions que l'on vous propose :  - Aide au repas - Aide au lever, coucher - Aide à la toilette - Compagnie, aide administrative  Pour mener à bien vos missions, vous serez accompagné(e) par notre agence.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - La maîtrise des gestes techniques est un plus (transferts...) - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 11,88€ brut/heure - +10% de prime de précarité (pour les missions en CDD mises en place pendant l'été) - Des majorations de salaires soir, weekend et jours fériés (jusqu'à 40 %) - Frais de déplacement et indemnités kilométriques",https://www.hellowork.com/fr-fr/emplois/73413501.html,5940605.5,étudiante secteur santé sanitaire social validé première année trouvez job étudiant a sens études rejoignez communauté joya proche chez dès maintenant travailler tant quaide domicile pendant congés dété joya nouvel acteur engagé laide domicile personnes dépendantes recherche daides domicile dassistants vie hf gardanne offrons missions proches chez adaptées expériences envies accompagnement personnalisé proximité quotidienne lagence lancer métier toute confiance faites choix dune entreprise a coeur prendre soin aussi bien personnes dépendantes personnes aident faite choix joya missions lon propose aide repas aide lever coucher aide toilette compagnie aide administrative mener bien missions accompagnée agence prérequis diplômes sanitaires sociaux cours première année validée diplômes acceptés bep bac professionnel etudiante cursus infirmier aidesoignant médecine sagefemme ostéopathie kinésithérapie ergothérapie maîtrise gestes techniques plus transferts permis conduire non obligatoire fonction missions rémunération salaire 1188€ brutheure 10 prime précarité missions cdd mises place pendant lété majorations salaires soir weekend jours fériés jusquà 40 frais déplacement indemnités kilométriques,2,233,18
Service public hospitalier,Agent d'Accueil et de Services Hôteliers Job Etudiant 1We - 2 H/F,La Société Les Jardins d'Arcadie,Canet-en-Roussillon - 66,CDI,,"Chez Les Jardins d'Arcadie, les Agents d'Accueil et de Services Hôteliers assurent la continuité de nos services 1 week-end sur 2.  Vos missions seront les suivantes :  - Gérer l'accueil physique et téléphonique des résidents et des familles ; - Apporter un premier niveau de réponse aux visiteurs et aux prospects sur nos services ; - Assurer l'entretien des parties communes de la résidence ; - Assurer le service du petit-déjeuner dans les appartements ; - Réaliser les animations préparées par le/la Coordinateur·ice.  Profil : - Vous avez une formation CAP ou Bac dans le secteur social / médico-social ?  - Vous avez une appétence pour le public senior ?  - Vous êtes autonomes et faites preuve d'empathie ?  Etudiants, retraités ou simplement disponibles les week-ends, rejoignez notre quotidien !",https://www.hellowork.com/fr-fr/emplois/71949694.html,,chez jardins darcadie agents daccueil services hôteliers assurent continuité services 1 weekend 2 missions suivantes gérer laccueil physique téléphonique résidents familles apporter premier niveau réponse visiteurs prospects services assurer lentretien parties communes résidence assurer service petitdéjeuner appartements réaliser animations préparées lela coordinateur·ice profil formation cap bac secteur social médicosocial appétence public senior autonomes faites preuve dempathie etudiants retraités simplement disponibles weekends rejoignez quotidien,2,69,18
