Sector,Job_Title,Company,Location,Contract,Salary,Description,Publication_Date,URL
Services aux Personnes • Particuliers,Assistant de Vie - Job Étudiant H/F,Domaliance,Ploemeur - 56,CDI,12 € / heure,"OPTEZ POUR UN JOB ÉTUDIANT QUI A DU SENS !  Vous souhaitez décrocher un job étudiant à dimension humaine ? Rejoignez-nous dès maintenant ! Notre agence vous offre la possibilité d'obtenir un poste d'Assistant(e) de vie H/F en job étudiant.  VOS MISSIONS  De manière autonome, vous intervenez chez nos bénéficiaires et les accompagnez dans les gestes du quotidien. Entretien du logement, aide aux déplacements, à la préparation ou à la prise des repas, présence lors des sorties : grâce à vos interventions, nos bénéficiaires maintiennent l'autonomie nécessaire à la vie à domicile.  Mais ce n'est pas tout ! Vous bâtissez une relation privilégiée avec nos bénéficiaires et apportez une touche de bonheur dans leur vie de tous les jours.",N/A,https://www.hellowork.com/fr-fr/emplois/71492580.html
Services aux Personnes • Particuliers,Job Étudiant - Auxiliaire de Vie H/F,Ouihelp,Versailles - 78,CDI,"14,18 - 15,30 € / heure","Auxiliaire de vie - job étudiant (H/F)  Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,30 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73751264.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Toulouse - 31,CDI,"12,64 - 13 € / heure","Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies - Un salaire versé à la demande dans le mois en toute autonomie depuis votre application Ouihelp Pro - Un accompagnement personnalisé pour vous lancer  Missions à pourvoir :  - Aide au repas - Aide au lever, coucher - Aide à la toilette - Compagnie, aide administrative - Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Permis de conduire (non obligatoire en fonction des missions) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie.  Rémunération :  Un salaire de 14,18€ brut/heure  +10% de prime de précarité (pour les missions en CDD)  Rejoignez-nous pour votre job étudiant !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,18 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73707244.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Thionville - 57,CDI,"15,50 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, coucher. - Aide à la toilette. - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours ou première année validée. - La maîtrise des gestes techniques est un plus (transferts, etc.). - Permis de conduire (non obligatoire en fonction des missions). - Diplômes acceptés : BEP, Bac Professionnel. Étudiant(e) en cursus Infirmier, Médecine, Sage-femme, Ostéopathie, Kinésithérapie, Ergothérapie.  Rémunération :  - Un salaire de 15,79 € brut/heure. - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€15,79-€15,79 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73674260.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Vannes - 56,CDI,"14,18 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,18 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73732401.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Reims - 51,CDI,"14,18 € / heure","Exercez un métier qui a du sens auprès des personnes âgées !  Startup en pleine croissance dans le secteur du service à domicile, Ouihelp rassemble déjà plus de 2 500 auxiliaires de vie en France, et nous continuons à grandir avec vous.  Chez Ouihelp, nous pensons que prendre soin des autres commence par prendre soin de vous.  Vous êtes étudiant·e en santé, sanitaire ou social et avez validé votre première année ? Vous recherchez un job enrichissant pour les vacances ou en parallèle de vos études ? Faites de votre temps libre une expérience enrichissante et humaine. Rejoignez Ouihelp dès maintenant !  Lieu / Secteur d'intervention : Communes alentours de Reims (jusqu'à 20 min de trajet environ)  Contrat : Job étudiant CDD mandataire - Temps partiel, puis temps plein en juillet et août  Nombre d'heures à pourvoir : En fonction des besoins actuels  Amplitudes horaires : les soirs + WE, selon vos disponibilités  Pour la période des vacances scolaires (Noël et nouvel an) ; janvier 2026  Salaire : À partir de 14,18 € brut / heure + avantages  Votre quotidien chez Ouihelp :  Proche de vous... et de chez vous  - Missions locales, proches de votre domicile - Aucun déplacement inutile : nous garantissons aucune mission de moins d'1h - Bénéficiaires et Planning fixes d'une semaine à l'autre, adapté à vos souhaits en termes d'heures et de jours travaillés  Vos missions  Selon vos disponibilités et votre expérience, vous interviendrez auprès des bénéficiaires pour :  - Aide aux repas - Aide au lever et au coucher - Aide à la toilette - Entretien du logement - Compagnie  Un accompagnement sur mesure  - Prise de poste personnalisée (accompagnement lors de votre 1ère intervention et suivi d'intégration pendant 3 mois) - Une équipe OUIHELP réactive pour répondre à vos questions au quotidien, dont une astreinte à votre écoute les week-ends - Une application simple et dédiée pour faciliter votre quotidien et vos démarches (Ouihelp Pro)  Les conditions que nous vous offrons :  - 12,89 € brut / heure hors congés payés (soit 14,18 € brut / heure congés payés inclus), évolutif selon expérience - Majoration attractive : nuits, dimanches, jours fériés et dans le cadre de missions de remplacement - Indemnités de trajet (1 € à 1,75 € par intervention) prises en charge - Salaire à la demande : possibilité de réaliser des acomptes jusqu'à 50 % en cours de mois - Primes de cooptation (d'un montant de 200 €) - Partenariat avec AXA (tarifs préférentiels mutuelle santé) - Programme de formation continue pour faire évoluer votre carrière  Votre profil :  - Étudiant·e en cursus sanitaire et social avec une première année validée - Idéalement, maîtrise des gestes techniques (ex. transferts) - Formations acceptées : BEP, Bac Pro, ou études en Infirmier, Aide-Soignant, Médecine, Sage-Femme, Ostéopathie, Kinésithérapie, Ergothérapie - Poste ouvert à tous, handi-accueillant - Permis B non obligatoire (véhicule personnel fortement apprécié et parfois nécessaire selon la localisation des besoins)  Le processus de recrutement :  1 Un premier échange téléphonique avec Elisa, la chargée RH  2 Un entretien physique / visio avec la chargée RH, en fonction des disponibilités de chacun  3 Contrôle(s) de référence(s) auprès de vos anciens employeurs  Ouihelp prend soin de ceux qui prennent soin.  Rejoignez une entreprise qui vous respecte, vous forme, et vous accompagne au quotidien.  Intéressé·e ? Postulez dès maintenant !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€18 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73674258.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Orléans - 45,CDI,"12,64 - 15,30 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€12,89-€14,18 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73707239.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Châlons-en-Champagne - 51,CDI,"14,18 € / heure","Exercez un métier qui a du sens auprès des personnes âgées !  Startup en pleine croissance dans le secteur du service à domicile, Ouihelp rassemble déjà plus de 2 500 auxiliaires de vie en France, et nous continuons à grandir avec vous.  Chez Ouihelp, nous pensons que prendre soin des autres commence par prendre soin de vous.  Vous êtes étudiant·e en santé, sanitaire ou social et avez validé votre première année ? Vous recherchez un job enrichissant pour les vacances ou en parallèle de vos études ? Faites de votre temps libre une expérience enrichissante et humaine. Rejoignez Ouihelp dès maintenant !  Lieu / Secteur d'intervention : Epernay / Ay-Champagne / Tours-sur-Marne / Châlons-en-Champagne  Contrat : Job étudiant CDD mandataire - Temps partiel (puis temps plein pendant les périodes de vacances scolaires)  Nombre d'heures à pourvoir : En fonction des besoins actuels  Amplitudes horaires : les soirs + week-ends, selon vos disponibilités  Immédiatement + vacances scolaires (du 22 décembre au 4 janvier)  Salaire : À partir de 14,18 € brut / heure + avantages  Votre quotidien chez Ouihelp :  Proche de vous... et de chez vous  - Missions locales, proches de votre domicile - Aucun déplacement inutile : nous garantissons aucune mission de moins d'1h - Bénéficiaires et Planning fixes d'une semaine à l'autre, adapté à vos souhaits en termes d'heures et de jours travaillés  Vos missions  Selon vos disponibilités et votre expérience, vous interviendrez auprès des bénéficiaires pour :  - Aide aux repas - Aide au lever et au coucher - Aide à la toilette - Entretien du logement - Compagnie  Un accompagnement sur mesure  - Prise de poste personnalisée (accompagnement lors de votre 1ère intervention et suivi d'intégration pendant 3 mois) - Une équipe OUIHELP réactive pour répondre à vos questions au quotidien, dont une astreinte à votre écoute les week-ends - Une application simple et dédiée pour faciliter votre quotidien et vos démarches (Ouihelp Pro)  Les conditions que nous vous offrons :  - 12,89 € brut / heure hors congés payés (soit 14,18 € brut / heure congés payés inclus), évolutif selon expérience - Majoration attractive : nuits, dimanches, jours fériés et dans le cadre de missions de remplacement - Indemnités de trajet (1 € à 1,75 € par intervention) prises en charge - Salaire à la demande : possibilité de réaliser des acomptes jusqu'à 50 % en cours de mois - Primes de cooptation (d'un montant de 200 €) - Partenariat avec AXA (tarifs préférentiels mutuelle santé) - Programme de formation continue pour faire évoluer votre carrière  Votre profil :  - Étudiant·e en cursus sanitaire et social avec une première année validée - Idéalement, maîtrise des gestes techniques (ex. transferts) - Formations acceptées : BEP, Bac Pro, ou études en Infirmier, Aide-Soignant, Médecine, Sage-Femme, Ostéopathie, Kinésithérapie, Ergothérapie - Poste ouvert à tous, handi-accueillant - Permis B + véhicule personnel non obligatoire (véhicule personnel parfois nécessaire selon la localisation des besoins)  Le processus de recrutement :  1 Un premier échange téléphonique avec Elisa, la chargée RH  2 Un entretien physique / visio avec la chargée RH, en fonction des disponibilités de chacun  3 Contrôle(s) de référence(s) auprès de vos anciens employeurs  Ouihelp prend soin de ceux qui prennent soin.  Rejoignez une entreprise qui vous respecte, vous forme, et vous accompagne au quotidien.  Intéressé·e ? Postulez dès maintenant !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€18 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73674250.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Le Havre - 76,CDI,"12,64 - 13,90 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€17,01 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73707157.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Compiègne - 60,CDI,"14,18 € / heure","Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies - Un salaire versé à la demande dans le mois en toute autonomie depuis votre application Ouihelp Pro - Un accompagnement personnalisé pour vous lancer  Missions à pourvoir :  - Aide au repas - Aide au lever, coucher - Aide à la toilette - Compagnie, aide administrative - Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Permis de conduire (non obligatoire en fonction des missions) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie.  Rémunération :  Un salaire de 14,18€ brut/heure  +10% de prime de précarité (pour les missions en CDD)  Rejoignez-nous pour votre job étudiant !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,30 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73613341.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Dreux - 28,CDI,"12,64 - 13,90 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€17,16 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73707171.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Saint-Cyr-sur-Loire - 37,CDI,"12,64 - 15,30 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€12,89-€14,18 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73707144.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Poissy - 78,CDI,"14,18 - 15,30 € / heure","Auxiliaire de vie - job étudiant (H/F)  Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Localisation de Ouihelp Poissy - 1560 Rte de Quarante Sous, 78630 Orgeval  Salaire horaire pour les AVS / ADV Echelle salariale€12,89-€14,30 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73751271.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Nancy - 54,CDI,"13,90 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, coucher. - Aide à la toilette. - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours ou première année validée. - La maîtrise des gestes techniques est un plus (transferts, etc.). - Permis de conduire (non obligatoire en fonction des missions). - Diplômes acceptés : BEP, Bac Professionnel. Étudiant(e) en cursus Infirmier, Médecine, Sage-femme, Ostéopathie, Kinésithérapie, Ergothérapie.  Rémunération :  - Un salaire de 14,18 € brut/heure. - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€14,18 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73674254.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Évreux - 27,CDI,"12,64 - 13,90 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ? Vous avez validé votre première année ? Trouvez un job pour les vacances de fin d'années qui a du sens pour vous et vos études.  Rejoignez la communauté Ouihelp, proche de chez vous, pour travailler en tant qu'aide à domicile pendant vos congés d'hiver !  Ouihelp est une start-up dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies. - Un salaire versé à la demande dans le mois, en toute autonomie, depuis votre application Ouihelp Pro. - Un accompagnement personnalisé pour vous lancer.  Missions à pourvoir :  - Aide au repas. - Aide au lever, au coucher. - Aide à la toilette - Compagnie, aide administrative.  Pour mener à bien vos missions, vous serez accompagné(e) par un coordinateur de secteur.  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée - La maîtrise des gestes techniques est un plus (transferts...) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  - Un salaire de 14,18€ brut/heure - +10 % de prime de précarité (pour les missions en CDD que nous vous proposerons).  Rejoignez-nous pour votre job étudiant pendant les fêtes !  Salaire horaire pour les AVS / ADV Echelle salariale€14,30-€17,16 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73707194.html
Services aux Personnes • Particuliers,Auxiliaire de Vie - Job Étudiant H/F,Ouihelp,Caen - 14,CDI,"13,90 - 14,30 € / heure","Vous êtes étudiant(e) dans le secteur de la santé ou du sanitaire et social ?  Trouvez un job étudiant qui a du sens pour vous et vos études. Rejoignez la communauté Ouihelp, proche de chez vous, dès maintenant pour travailler en tant qu'aide à domicile pendant les fêtes de fin d'année, les week-ends ou la semaine en fonction de vos cours !  Ouihelp est une structure d'aide à domicile dont la vocation est de permettre aux seniors et aux adultes en situation de handicap de vivre le plus longtemps possible dans l'endroit qui leur est le plus cher : leur foyer.  Ce que nous vous offrons :  - Des missions proches de chez vous, adaptées à vos expériences et à vos envies - Un accompagnement personnalisé, une proximité quotidienne avec l'agence pour vous lancer dans ce métier en toute confiance - Un salaire versé à la demande dans le mois en toute autonomie depuis votre application Ouihelp Pro (jusqu'à 50 % du salaire déjà gagné).  Les missions que l'on vous propose :  - Aide au repas - Aide au lever, coucher - Aide à la toilette - Compagnie, aide administrative, courses, rendez-vous  Pré-requis :  - Diplômes sanitaires et sociaux en cours - ou première année validée pour les étudiants infirmiers, les étudiants médecine doivent être en 3ème année minimum - La maîtrise des gestes techniques est nécessaire en ce qui concerne les soins d'hygiène (toilette au lavabo, douche ou lit) - Diplômes acceptés : BEP, Bac Professionnel. Etudiant(e) en cursus Infirmier, Aide-Soignant, médecine, sage-femme, ostéopathie, kinésithérapie, ergothérapie. - Permis de conduire non obligatoire (en fonction des missions)  Rémunération :  Un salaire de 14,18€ brut/heure (cp inclus) + 10% de prime de précarité (pour les missions en CDD remplacement)  Rejoignez-nous pour votre job étudiant !  Localisation de Ouihelp : 15 place de la république 14000 Caen  Salaire horaire pour les AVS / ADV Echelle salariale€14,18-€17,01 EUR",N/A,https://www.hellowork.com/fr-fr/emplois/73707224.html
